17
24
15
19
12
13
13
45
19
14
10
91
25
21
84
109
97
131
196
196
132
117
149
128
225
155
194
272
242
152
193
259
275
233
337
245
163
294
207
232
487
205
203
178
366
199
222
201
231
135
136
224
319
222
500
172
106
170
20
103
140
142
110
112
149
198
205
318
111
112
148
154
145
191
182
132
74
133
194
136
233
132
231
15
106
210
185
398
374
150
121
44
230
172
156
59
153
116
143
473
